ok,source_path,run_id,profile_hash,n_x,n_t,x_min,x_max,z_min,z_max,t_min,t_max,Hs,Tp,t_prop,Xc_WK,has_period_var,period_len,file_size_mb
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02183.nc,input_02183,96c0ea5402df,919,8586,0.0,1099.202392578125,-2.3084716796875,7.86651611328125,0.0,1287.77258,1.223414421081543,10.0,160.99028630833413,293.3601185090381,True,62,12.849
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02188.nc,input_02188,a9f17aff0d53,843,8219,0.0,1098.9241943359375,-3.000244140625,7.78472900390625,0.0,1232.74097,0.5784763693809509,10.810811042785645,154.099666803542,319.7582367914217,True,62,10.408
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02198.nc,input_02198,7385412a5652,828,8381,0.0,1183.428466796875,-2.92755126953125,7.85247802734375,0.0,1256.99451,1.0030819177627563,11.764705657958984,157.12761472842794,350.59248015198995,True,62,11.07
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02392.nc,input_02392,0bfed2f63291,677,7606,0.0,1340.081298828125,-2.29571533203125,7.7122802734375,0.0,1140.8562,0.4893623888492584,16.0,142.6084748873794,485.6803356680588,True,62,7.716
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02473.nc,input_02473,6cb988a0368a,676,7577,0.0,1338.098876953125,-6.19000244140625,7.80096435546875,0.0,1136.47693,0.4752604365348816,16.0,142.07209699440685,485.6803356680588,True,62,7.73
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02679.nc,input_02679,2cba02a52974,673,7484,0.0,1332.1517333984375,-2.986328125,8.3717041015625,0.0,1122.48523,0.5071655511856079,16.0,140.31573289928028,485.6803356680588,True,62,7.528
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02466.nc,input_02466,a65f25cf15a3,631,7241,0.0,1426.0723876953125,-3.0406494140625,7.95233154296875,0.0,1086.03113,3.54689359664917,18.18181800842285,135.77135526399786,554.5837147757367,True,62,7.768
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02359.nc,input_02359,ba52fb88755e,677,7582,0.0,1340.081298828125,-3.34930419921875,7.92169189453125,0.0,1137.22791,0.5965858697891235,16.0,142.16155612889497,485.6803356680588,True,62,7.877
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02475.nc,input_02475,1903d6c24d64,659,7349,0.0,1304.3985595703125,-2.78021240234375,8.162841796875,0.0,1102.22534,2.518508195877075,16.0,137.79270784477814,485.6803356680588,True,62,8.196
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02824.nc,input_02824,a5e15936b1c2,701,7542,0.0,1232.2060546875,-1.8701171875,8.3660888671875,0.0,1131.18835,0.8152051568031311,14.285714149475098,141.40623466425205,431.2721193856537,True,62,8.159
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02451.nc,input_02451,a351793e5e94,753,7910,0.0,1188.3150634765625,-1.88555908203125,7.92144775390625,0.0,1186.37744,0.2597799301147461,12.903225898742676,148.30181296818182,387.1505344034428,True,62,8.474
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02695.nc,input_02695,44c50351914a,739,8085,0.0,1299.0972900390625,-3.7108154296875,7.60321044921875,0.0,1212.61414,0.22672009468078613,14.285714149475098,151.5935661122651,431.2721193856537,True,62,8.481
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02853.nc,input_02853,694f553df3d2,723,7887,0.0,1270.9324951171875,-2.22149658203125,7.647705078125,0.0,1182.94983,0.3686223030090332,14.285714149475098,147.87681962800303,431.2721193856537,True,62,8.464
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02365.nc,input_02365,9b7899eb6725,698,7667,0.0,1226.9251708984375,-2.5777587890625,7.48907470703125,0.0,1149.94141,1.9651031494140625,14.285714149475098,143.75848437072955,431.2721193856537,True,62,8.664
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02796.nc,input_02796,1baf9c307203,730,7837,0.0,1283.254638671875,-1.88604736328125,8.53594970703125,0.0,1175.4082,0.574989914894104,14.285714149475098,146.93665070396997,431.2721193856537,True,62,8.743
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02818.nc,input_02818,d7ac53de3122,725,7821,0.0,1274.453125,-3.12554931640625,8.2874755859375,0.0,1173.00122,0.5882819890975952,14.285714149475098,146.63163732846652,431.2721193856537,True,62,8.685
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02528.nc,input_02528,ffc01b4cef37,716,7783,0.0,1258.6104736328125,-2.193359375,7.91461181640625,0.0,1167.35046,1.2018345594406128,14.285714149475098,145.93299146570962,431.2721193856537,True,62,8.909
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02622.nc,input_02622,0fb0e6f38f92,685,7678,0.0,1355.940185546875,-6.61541748046875,7.7423095703125,0.0,1151.604,3.340883493423462,16.0,143.96053861525445,485.6803356680588,True,62,8.906
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02888.nc,input_02888,3bf9530e29fd,679,7611,0.0,1344.0460205078125,-1.89947509765625,7.7034912109375,0.0,1141.51147,2.778013229370117,16.0,142.7131351229146,485.6803356680588,True,62,8.777
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02391.nc,input_02391,1ef5cbd7b757,704,7524,0.0,1237.4869384765625,-1.658935546875,8.85174560546875,0.0,1128.47571,2.4793736934661865,14.285714149475098,141.07162286594541,431.2721193856537,True,62,9.084
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02706.nc,input_02706,e76f2a7286d4,724,7506,0.0,1142.4891357421875,-1.8541259765625,8.327880859375,0.0,1125.79114,1.7642951011657715,12.903225898742676,140.73552870132534,387.1505344034428,True,62,9.144
